index,product,helpful_count,total_comments,url,review_country,reviewed_at,review_text,review_rating,product_company,profile_name,review_title,sentiment_review_title,sentiment_review_text
713,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2019-03-27,Nice phone in all respect.,5.0 out of 5 stars,Apple,LAXMAN KALUBARME,Nice phone,0.6,0.6
714,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2020-03-05,"Just go for it, try buying the 128GB or 256GB model if you are planning to record your game clips ... because 30mins of screen recording costs 4GB memory ....",5.0 out of 5 stars,Apple,Akash Barman,Best for PUBG,1.0,-0.4
715,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2019-11-26,Best phone for the best price. Purchased at prime sale for 40k. Best iPhone ever for this budget.,5.0 out of 5 stars,Apple,Shirun Kumar,Superb performance,1.0,1.0
716,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2019-11-22,"Worth the money, performance is good even with 3gb memory.  Apps are pretty fast.",5.0 out of 5 stars,Apple,Pradeep Gattupalli,I enjoy using the phone,0.4,0.3625
717,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2020-01-06,"It’s a good phone obviously, It doesn’t have any defects, delivery was smooth and non-problematic, phone works great, best camera ever, overall, I’m happy with my purchase",5.0 out of 5 stars,Apple,Dibyoshree S.,Pretty good,0.475,0.5285714285714286
718,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2019-10-06,The Iphone has been stuck on set up page after i tried restoring it.,1.0 out of 5 stars,Apple,Preeti Sanghvi,Defective,0.0,0.0
719,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=71, India ,2019-11-06,I heard many people fear to use Apple phones as its os is slightly difficult to use. But I feel that once we are familiar with it then it is very easy to use compared with android phones. The build quality is superb. Also the camera is fantastic.,5.0 out of 5 stars,Apple,JAYAPRASAD,Very good,0.9099999999999999,0.38972222222222225
720,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-11-20,Good phone. I been an iphone user for the design simplicity. This is a good phone. One does not need a pro version. This is a champ,4.0 out of 5 stars,Apple,Rishi Srivatsa,Very nice,0.78,0.7
721,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-06-19,"Have bought this iPhone after iPhones 6.im pretty happy with the device,battery is too good,camera is great,Performance is swift no lags till now played hefty games like pubg  and asphalt 8 on this phone no lags were found at all.overall an excellent device",5.0 out of 5 stars,Apple,Lovepreet Singh,Awesome iPhone yet,1.0,0.6833333333333332
722,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-10-18,I bought this phone last week and in one week charger started misbehaving. Sometimes charger got disconnected and sometimes phone is not getting charged .,1.0 out of 5 stars,Apple,Priyanka Vats,Charger is pathetic,-1.0,0.0
723,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-10-17,"I purchased it from Appario pvt ltd. And they sent me a genuine, brand new iPhone XR so 5 stars.",5.0 out of 5 stars,Apple,Just Kidding,5 stars for Amazon,0.0,0.2681818181818182
724,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-10-25,"Best budget phone by apple,cant believe the overall performance and the tremendous display quality, who says the display is not good, obviously its not good it’s excellent. And thanks to Amazon for providing me the phone within 12hrs.",5.0 out of 5 stars,Apple,Amazon Customer,Best budget I phone,1.0,0.22916666666666666
725,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2020-03-22,I already have Google Pixel 2XL. I can proudly say that iphone XR can not match the camera quality of Pixel.,5.0 out of 5 stars,Apple,BK Sumit,Android over iOS,0.0,0.8
726,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-10-12,good so far it s been a week battery is good .... not fond of clicking pics so cant say but clicked few theay are good,5.0 out of 5 stars,Apple,mandeep,good so far..,0.39999999999999997,0.4
727,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-10-16,Great device. Battery easily last for a day. Amazing Camera. Got it for 40k and at this price there can't be any better device.,5.0 out of 5 stars,Apple,Abhijeet Singh,"Great Device, surely go for it.",0.65,0.47500000000000003
728,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-10-02,"I upgraded from iPhone 5s to iPhone XR and I’m not regretting at all. Battery capacity, camera, speed, everything seems perfect for me. Your budget is not enough to buy iPhone 11, max or max pro then definitely you can go for this. You will not regret it.",4.0 out of 5 stars,Apple,Amazon Customer,Best iPhone model under budget,1.0,0.3333333333333333
729,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=72, India ,2019-12-04,Really great product by apple just love the beast inside this machine... charging is quite good. And mostly pubg is super smooth and everything is great really a beast by apple,5.0 out of 5 stars,Apple,Anirban pramanik,Simply beast..,0.0,0.5291666666666667
730,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-10-20,One month of usage and the phone is dead ! Tried all solutions suggested by apple but no signs of recovery. Next option is to take it to service center.,1.0 out of 5 stars,Apple,ANASH SASHEE,XR - Unreliable model,0.0,-0.11666666666666665
731,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-10-02,iPhone XR one of the best mobile and os,5.0 out of 5 stars,Apple,Manu Narayanswamy MP,😍😍,0.0,1.0
732,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-10-20,Finger print reading and camera quality is good. Apple is the best.,5.0 out of 5 stars,Apple,Guru,iPhone is best,1.0,0.85
733,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-11-05,"iPhone XR 64gb is best buy even in 2019. I bought it during festive sale at 37,999/-",5.0 out of 5 stars,Apple,Sanchit Mair,XR is best buy in 2019,1.0,1.0
734,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-10-05, I am happy to buy this amazing phone from Amazon’s thanks .... it’s original phone ....love this camera .each and every thing in box charger headphones manuals books...seal box Recived.,5.0 out of 5 stars,Apple,Aarav sah,Nice phone Recived original packing,0.4875,0.49375
735,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-11-27,Best in the Class...,5.0 out of 5 stars,Apple,anup kumbhar,Great product,0.8,1.0
736,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-11-04,"Awesome battery life, magnificent design, camera quality 10/10, fully satisfied, worth of every penny. Buy it with blind eyes.",5.0 out of 5 stars,Apple,RB,As always best phone.,1.0,0.45999999999999996
737,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2020-01-23,"If you want a new phone, just go for the Xr because it’s price is pretty reasonable and also it has a very good battery life. I am very happy with it",5.0 out of 5 stars,Apple,Pradeep ,Amazing phone,0.6000000000000001,0.4992727272727272
738,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2020-02-14,Speaker not working one side when I get calls sound very lowwww,4.0 out of 5 stars,Apple,Satish,Xr,0.0,0.30000000000000004
739,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=73, India ,2019-10-02,Value for money phone . bought at 39999. perfect . absolutely perfect .,5.0 out of 5 stars,Apple,kv,value for money phone that works . period .,0.0,1.0
740,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-10-29,"Good one, very nice product, no complaints till date camera is good, super battery life loved the product, red colour is awesome",5.0 out of 5 stars,Apple,Lavi ,iPhone XR red,0.0,0.6019047619047618
741,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-09-19,"It's a genuine product, verified on apple's website. Everything is working as expected",5.0 out of 5 stars,Apple,Amazon Customer,Good product,0.7,0.15000000000000002
742,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2020-01-29,Everything was just perfect.,5.0 out of 5 stars,Apple,Mayur,More than perfect 😊,0.75,1.0
743,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-10-12,Within a week the ringer volume varies and the  WiFi signal is very weak when compared to other iphones.,1.0 out of 5 stars,Apple,kashvi,Apple products quality  have deteriorated to maintain price competition.,0.0,-0.30625
744,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-12-23,"Camara quality is good , Face ID works well.",1.0 out of 5 stars,Apple,sushil,Heat up Issue/ Battery drainage Issue,0.0,0.7
745,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-03-03,Everything good you expect of an iPhone,5.0 out of 5 stars,Apple,ganesh.raman,Very good phone,0.9099999999999999,0.7
746,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2020-01-06,Super phone ... great product and thanks to amazon for the great price,5.0 out of 5 stars,Apple,Amazon Customer,"Lovely phone , super camera",0.41666666666666663,0.5333333333333333
747,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-11-03,Man the battery life increment from iPhone 7 was mind blowing.. screen is not a problem unless u have used a 1080p oled screen.,5.0 out of 5 stars,Apple,Amazon Customer,Wonderful phone,1.0,0.0
748,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-07-20,Perfect phone at perfect price. Most liked Apple phone with dual sim.,5.0 out of 5 stars,Apple,Deepak,Perfect phone at perfect price,1.0,0.775
749,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=74, India ,2019-10-03,Amazon price of this phone is lowest. 43000 Rs.,5.0 out of 5 stars,Apple,Kunal Kashyap,Best Mobile phone under this price. + Camera(5*) + Battery (5*),0.5,0.0
750,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-10-14,Best phone with best display battery camera is excellent everything is best,5.0 out of 5 stars,Apple,priyanshu u.,Best phone,1.0,1.0
751,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2020-02-29,"Total fraud gone with me , initially face sacnner was good but now a days after one month it’s not working properly n problem of going phone hang is obvious n regular, total disappointed from this phone n if this happens further i m gonna sue them",1.0 out of 5 stars,Apple,parveen,Not good,-0.35,-0.00555555555555556
752,Apple iPhone XR (64GB) - Black,One person found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-08-18,@AmazonIndia It has almost been three months since I bought this phone and am now facing a problem with its left audio speaker which has completely stopped working. Only the right audio speaker is functioning.  Kindly assist.,1.0 out of 5 stars,Apple,Amazon Customer,Left audio speaker not working,0.0,0.19714285714285712
753,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-11-10,A hair line crack which could only be detected by the shop keeper who was applying the screen guard . A very fine crack which was missed,1.0 out of 5 stars,Apple,Amazon Customer,Defective,0.0,0.27083333333333337
754,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2020-03-01,"Product arrived good,got it at Rs 38000 at amazon sale.Thanks Amazon",5.0 out of 5 stars,Apple,Sunil Rigesow,Happy with the purchase,0.8,0.0
755,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-07-29,Good phone.  Not aware it has finger print reader,5.0 out of 5 stars,Apple,Kutumbarao Kanuri,iPhone XR,0.0,0.2875
756,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-10-21,"Apple iPhone xR, I think this product don’t need any recommendations, only my review for amazon sale. I bought this at never before price 37999/-",5.0 out of 5 stars,Apple,Vipinvasudeva,Best deal.,1.0,0.0
757,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-11-07,"Only cons are overall little bezel around the screen as compare to XS version. Battery lasts for a day on normal use including music, chatting and social media use.",4.0 out of 5 stars,Apple,Tushar Sharma,Performs as expected. Fully satisfied.,0.2,-0.0008333333333333346
758,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2020-02-12,Good delivery from amazon,5.0 out of 5 stars,Apple,Arya,Go for it without any doubts,0.0,0.7
759,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=75, India ,2019-11-09,This is an awesome product by Apple.,5.0 out of 5 stars,Apple,Samrat,"Awesome design, low light photography is thumbs down.",0.31111111111111106,1.0
760,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-07-18,"Awesome product, Worth buying if in budget",5.0 out of 5 stars,Apple,Amazon Customer,Awesome product...,1.0,0.65
761,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-06-17,One of the best iphone I have ever used.  battery life very good.Camera quality has no match when it comes to shooting videos from XR.,4.0 out of 5 stars,Apple,Praveen,A perfect phone,1.0,0.6
762,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-04-03,Amazon service is good.,4.0 out of 5 stars,Apple,Rohit anand,Disappointed,-0.75,0.7
763,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-10-31,Best phone so far. Battery backup is unexpectedly huge,5.0 out of 5 stars,Apple,Yogesh kumar,Great buy. Osm product,0.8,0.5000000000000001
764,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-10-07,Speaker of this phone is cracked while I received this product,1.0 out of 5 stars,Apple,meet koyani,I need immediate refund for this product,0.0,0.0
765,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2020-03-01,Nice camera and superb battery life compared to previous models of iPhone. Very happy with my iPhone XR red.,5.0 out of 5 stars,Apple,Madhu,iPhone XR👍,0.0,0.4866666666666667
766,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-07-31,Awesome phone and apple tag it self looks so premium in hands and face lock works superb overall happy to buy this phone instead of one plus 7,5.0 out of 5 stars,Apple,Kushal shah,Awesome phone apple tag aur kya chahiye,1.0,0.7
767,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-07-26,"Got the phone for Rs 53,250 in the prime day sale. Used it for 5 days and it’s the usual apple experience. Good picture, touch and camera quality is excellent considering it has a single camera. It’s a bargain at this price bracket.",4.0 out of 5 stars,Apple,Anant ,iPhone XR 128GB,0.0,0.34464285714285714
768,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2019-08-15,"So lets face the truth, everyone thought that its a flop iphone from apple. But it turn out to be great. The LCD screen everyone was talking about is not that bad, you won’t even find any difference.",5.0 out of 5 stars,Apple,Lalit Fauzdar,LCD screen is awesome,1.0,0.0500000000000001
769,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=76, India ,2020-03-08,It is little on heavy and bulky side coming out of apple but given the price range it’s a good buy,4.0 out of 5 stars,Apple,Ashish,Good buy,0.7,0.10416666666666664
770,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2019-08-03,As apple kept the price it is worth it for a first time Apple user but for old apple users the xr is not that great Apple it has thick bezzel and its quite heavy too what its good at it is the colour options and camera quality and the chip it provides.,5.0 out of 5 stars,Apple,Tarun Gawri,Budget iPhone,0.0,0.23571428571428574
771,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2019-10-06,Charging pin problem,1.0 out of 5 stars,Apple,Siva Prasad dadi,Want to return item,0.0,0.0
772,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2020-03-06,Very happy with performance especially sound and picture quality,5.0 out of 5 stars,Apple,vivek kulkarni,Apple is Apple,0.0,0.9
773,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2020-02-24, bad product,1.0 out of 5 stars,Apple,RAVI ARATPAYRE,worst ever,-1.0,-0.6999999999999998
774,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2020-02-18,Camera unable to use any external links in this article but it should be mentioned in this discussion on the web very disappointing.,1.0 out of 5 stars,Apple,Krishna,Camera not working,0.0,-0.4266666666666667
775,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2019-10-12,I received an old phone. It already had pictures clicked.,1.0 out of 5 stars,Apple,Priyanka T.,Fraud,0.0,0.1
776,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2019-10-18,I love it,5.0 out of 5 stars,Apple,rohit saha,Best value for money,1.0,0.5
777,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2019-10-17,Battery issue is problem discharge very fast and take time to charge almost 03 hrs.,4.0 out of 5 stars,Apple,Anil raja,Nice Phone,0.6,0.26
778,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2018-12-15,"Dude,, this phone is a beast..u will love this phone",5.0 out of 5 stars,Apple,Mohit Jaiswal,Classy,0.1,0.5
779,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=77, India ,2019-10-31,"My first iPhone. Awesome phone. Rich User experience, speed, battery, camera, looks excellent. Smooth, fast (no lags). Good build quality, best lcd display ( not to compare with sAmoled screen) 5out of 5. Must buy. Amazons quality product.",5.0 out of 5 stars,Apple,Ashish Kumar,iPhone XR must buy iPhone,0.0,0.615625
780,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=78, India ,2019-11-07,This phone is kind of the best iPhone in terms of value of money. The only thing you will miss is the oled display which is on the expensive iPhones but only when you compare them side by side. Got the 128gb @50k so pretty good.,5.0 out of 5 stars,Apple,Nikunj Daga,Best iPhone in the price point,1.0,0.2928571428571428
781,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=78, India ,2019-10-30,"It's awesome iPhone. Loaded with a pack of features. Face ID and Memoji is super, Thanks Amazon and Also to Apple.",5.0 out of 5 stars,Apple,Mdabdulmuzid ,IPhone XR is awesome go for it.,1.0,0.5111111111111111
782,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=78, India ,2019-09-01,Facetime didn't work.Air Drop fails too. camera quality is as like my earlier IPHONE 6. Battery performance is excellent.,5.0 out of 5 stars,Apple,Arun kumar,Iphone Xr Review,0.0,0.16666666666666666
783,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=78, India ,2019-11-11,I have moved from iPhone 6 to XR,4.0 out of 5 stars,Apple,rinu premraj,iPhone XR is worth the price I have bought 39000,0.3,0.0
